car;price;city;year;base;engine;color;wheel;url;transmission
ГАЗ 24 (Волга);350000;Алматы;1986; седан;2.4; белый; левый руль;https://kolesa.kz//a/show/104852122; КПП механика
Toyota Yaris;3300000;Алматы;2006; седан;1.5; черный; левый руль;https://kolesa.kz//a/show/105631047; КПП автомат
BMW 525;1800000;Алматы;1994; седан;2.5; синий; левый руль;https://kolesa.kz//a/show/105630994; КПП механика
MG 350;3600000;Алматы;2013; седан;1.5; черный; левый руль;https://kolesa.kz//a/show/103912973; КПП автомат
Mercedes-Benz G 320;4600000;Алматы;1991; внедорожник;3; черный; левый руль;https://kolesa.kz//a/show/103775861; КПП автомат
ГАЗ ГАЗель;4200000;Алматы;2013; фургон;2.9; белый; левый руль;https://kolesa.kz//a/show/100796950; КПП механика
Lifan X70;6900000;Алматы;2018; кроссовер;2; серебристый; левый руль;https://kolesa.kz//a/show/104548893; КПП робот
ЗАЗ Vida;2200000;Алматы;2013; хэтчбек;1.4; белый; левый руль;https://kolesa.kz//a/show/103534702; КПП автомат
Bentley Continental GT;15000000;Алматы;2005; купе;6; нет цвета; левый руль;https://kolesa.kz//a/show/105630787; КПП автомат
BMW 525;1250000;Алматы;1992; седан;2.5; серебристый; левый руль;https://kolesa.kz//a/show/105630896; КПП механика
ВАЗ (Lada) 2192 (хэтчбек);2000000;Алматы;2014; хэтчбек;1.6; черный; левый руль;https://kolesa.kz//a/show/105630836; КПП автомат
Kia Cerato;5500000;Алматы;2013; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/105630839; КПП типтроник
Toyota Camry;7000000;Алматы;2012; седан;2.5; серый; левый руль;https://kolesa.kz//a/show/105492940; КПП автомат
ВАЗ (Lada) 2170 (седан);1800000;Алматы;2015; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/105630841; КПП механика
Toyota Land Cruiser Prado;7700000;Алматы;2007; внедорожник;2.7; черный; левый руль;https://kolesa.kz//a/show/105118533; КПП автомат
Mercedes-Benz GLA 250;12900000;Алматы;2014; кроссовер;2; черный; левый руль;https://kolesa.kz//a/show/101065212; КПП робот
ВАЗ (Lada) 2111 (универсал);900000;Алматы;2001; универсал;1.6; синий; левый руль;https://kolesa.kz//a/show/105630452; КПП механика
Toyota HiAce;2800000;Алматы;1996; микроавтобус;3; коричневый; правый руль;https://kolesa.kz//a/show/99730621; КПП автомат
Mercedes-Benz Sprinter;14800000;Алматы;2015; микроавтобус;3; зеленый; левый руль;https://kolesa.kz//a/show/104654538; КПП механика
Chevrolet Tracker;5550000;Алматы;2014; кроссовер;1.8; белый; левый руль;https://kolesa.kz//a/show/102408677; КПП автомат
Great Wall Hover H5;5690000;Алматы;2014; внедорожник;2; черный; левый руль;https://kolesa.kz//a/show/105630506; КПП автомат
Toyota RAV 4;2200000;Алматы;1995; кроссовер;2; синий; правый руль;https://kolesa.kz//a/show/105074592; КПП автомат
BMW 745;3000000;Алматы;2001; седан;4.4; зеленый; левый руль;https://kolesa.kz//a/show/103604041; КПП типтроник
ГАЗ ГАЗель;207000;Алматы;2000; минивэн;2.4; нет цвета; левый руль;https://kolesa.kz//a/show/105630580; КПП механика
Mitsubishi Delica;2500000;Алматы;1996; внедорожник;2.8; нет цвета; правый руль;https://kolesa.kz//a/show/105374218; КПП типтроник
Land Rover Range Rover;8500000;Алматы;2010; внедорожник;3.6; черный; левый руль;https://kolesa.kz//a/show/105630543; КПП вариатор
Jeep Cherokee;1500000;Алматы;1994; внедорожник;3.9; серый; левый руль;https://kolesa.kz//a/show/105630496; КПП автомат
Lexus RX 200t;20000000;Алматы;2017; кроссовер;2; белый; левый руль;https://kolesa.kz//a/show/105630467; КПП автомат
ГАЗ ГАЗель;6300000;Алматы;2013; лимузин;2.9; нет цвета; левый руль;https://kolesa.kz//a/show/105630343; КПП механика
Mitsubishi Outlander;5300000;Алматы;2013; кроссовер;2; голубой; левый руль;https://kolesa.kz//a/show/105630380; КПП вариатор
Mitsubishi Challenger;2100000;Алматы;1997; внедорожник;3.5; синий; правый руль;https://kolesa.kz//a/show/105575489; КПП типтроник
Mercedes-Benz E 320;2500000;Алматы;1996; седан;3.2; синий; левый руль;https://kolesa.kz//a/show/105630466; КПП автомат
Land Rover Discovery;9500000;Алматы;2010; внедорожник;3; черный; левый руль;https://kolesa.kz//a/show/105382658; КПП типтроник
Toyota Land Cruiser;4800000;Алматы;2006; внедорожник;4.7; черный; правый руль;https://kolesa.kz//a/show/102907394; КПП автомат
Nissan Elgrand;4000000;Алматы;1997; микровэн;3.3; черный; правый руль;https://kolesa.kz//a/show/104925270; КПП автомат
Mitsubishi Space Runner;1250000;Алматы;1995; минивэн;1.8; белый; левый руль;https://kolesa.kz//a/show/105630203; КПП механика
Porsche Cayenne;6000000;Алматы;2007; кроссовер;4.8; серый; левый руль;https://kolesa.kz//a/show/101598451; КПП типтроник
Toyota Camry;9300000;Алматы;2015; седан;2.5; белый; левый руль;https://kolesa.kz//a/show/105630073; КПП типтроник
Lexus GS 300;5600000;Алматы;2006; седан;3; серебристый; левый руль;https://kolesa.kz//a/show/104929528; КПП типтроник
Skoda Octavia;2398897;Алматы;2008; лифтбэк;1.8; нет цвета; левый руль;https://kolesa.kz//a/show/105630003; КПП автомат
Mercedes-Benz E 320;3600000;Алматы;2004; седан;3.2; черный; левый руль;https://kolesa.kz//a/show/105629968; КПП автомат
Skoda Superb;2298878;Алматы;2008; лифтбэк;1.8; нет цвета; левый руль;https://kolesa.kz//a/show/105630208; КПП автомат
Mercedes-Benz Vito;20750030;Алматы;2020; минивэн;2; нет цвета; левый руль;https://kolesa.kz//a/show/101609039; КПП автомат
Fiat Ducato;11000000;Алматы;2017; микроавтобус;2.2; нет цвета; левый руль;https://kolesa.kz//a/show/105630326; КПП механика
Toyota RAV 4;9100000;Алматы;2013; кроссовер;2; синий; левый руль;https://kolesa.kz//a/show/103817225; КПП автомат
Lexus GS 300;4200000;Алматы;2006; седан;3; черный; левый руль;https://kolesa.kz//a/show/105629880; КПП автомат
Mitsubishi ASX;5300000;Алматы;2013; кроссовер;2; голубой; левый руль;https://kolesa.kz//a/show/105629384; КПП вариатор
Toyota Sienna;3500000;Алматы;1999; минивэн;3; черный; левый руль;https://kolesa.kz//a/show/103161008; КПП автомат
Mercedes-Benz G 500;15000000;Алматы;2007; внедорожник;5; черный; левый руль;https://kolesa.kz//a/show/105630195; КПП автомат
Bentley Continental Flying Spur;14600116;Алматы;2006; седан;6; черный; левый руль;https://kolesa.kz//a/show/105630243; КПП типтроник
Jaguar S-Type;1500000;Алматы;2001; седан;3.9; белый; левый руль;https://kolesa.kz//a/show/95101046; КПП автомат
Audi 80;1350000;Алматы;1992; универсал;2; зеленый; левый руль;https://kolesa.kz//a/show/105630217; КПП автомат
Volkswagen LT;1700000;Алматы;1992; микроавтобус;2.3; жёлтый; левый руль;https://kolesa.kz//a/show/103533342; КПП механика
Volkswagen Passat;2150000;Алматы;1998; седан;1.8; синий; левый руль;https://kolesa.kz//a/show/105434828; КПП автомат
Toyota Camry;8700000;Алматы;2016; седан;2.5; серый; левый руль;https://kolesa.kz//a/show/104306847; КПП автомат
Honda Domani;1200000;Алматы;1998; седан;1.5; синий; правый руль;https://kolesa.kz//a/show/105630184; КПП автомат
Toyota Highlander;5498000;Алматы;2007; кроссовер;3.3; нет цвета; левый руль;https://kolesa.kz//a/show/37635700; КПП вариатор
Dodge Caravan;1350000;Алматы;1991; минивэн;3; серый; левый руль;https://kolesa.kz//a/show/96386981; КПП автомат
Toyota RAV 4;13900000;Алматы;2020; кроссовер;2; нет цвета; левый руль;https://kolesa.kz//a/show/105630160; КПП вариатор
Toyota Land Cruiser Prado;4300000;Алматы;1994; внедорожник;3; зеленый; правый руль;https://kolesa.kz//a/show/102876492; КПП автомат
Toyota Land Cruiser Prado;29000000;Алматы;2019; внедорожник;4; нет цвета; левый руль;https://kolesa.kz//a/show/105630099; КПП автомат
Volvo S40;1500000;Алматы;1997; седан;1.6; черный; левый руль;https://kolesa.kz//a/show/105630087; КПП механика
Toyota Land Cruiser Prado;8500000;Алматы;2007; внедорожник;2.7; черный; левый руль;https://kolesa.kz//a/show/104918856; КПП автомат
Mercedes-Benz A 45 AMG;12200000;Алматы;2014; хэтчбек;2; серебристый; левый руль;https://kolesa.kz//a/show/105630047; КПП робот
Toyota Hilux Surf;3450000;Алматы;1993; внедорожник;3; зеленый; правый руль;https://kolesa.kz//a/show/105147727; КПП автомат
